timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
2754101,0,0.0,0.0,-2.77005e-05,-9.51562e-05,-6.10446e-05,-5.70899e-13,-3.88726e-10,0.0,-4.35129e-05,-0.000189397,-2.35563e-05,-8.26882e-05,-1.13918e-10,-7.75668e-08,0.0,3.59212e-07,-7.92171e-05,3.88986e-05,-0.00284152,0.0,0.1,2.35563e-05,0.267707,1.09354,0.389336,0.754677,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
2851591,0,0.0,0.0,-2.73623e-05,-0.000101314,-9.82303e-05,-5.70899e-13,-3.88726e-10,0.0,-4.18231e-05,-0.000197999,-3.47659e-05,-0.000118414,-1.13918e-10,-7.75668e-08,0.0,0.000113149,-4.40893e-05,-5.26045e-05,-0.0031981,0.0,0.1,3.47659e-05,0.261707,1.08817,0.38906,0.75009,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
2956751,0,0.0,0.0,-2.64508e-05,-0.000107289,-0.000107708,-5.70899e-13,-3.88726e-10,0.0,-3.55799e-05,-0.0002039,-3.63927e-05,-0.00011257,-1.13918e-10,-7.75668e-08,0.0,-3.66971e-05,-0.000142334,4.47662e-06,-0.00360321,0.0,0.100023,3.63927e-05,0.261382,1.0916,0.394372,0.745552,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
3059104,0,0.0,0.0,-2.52641e-05,-0.00011309,-0.000100886,-5.70899e-13,-3.88726e-10,0.0,-3.20239e-05,-0.000209061,-3.23641e-05,-8.78296e-05,-1.13918e-10,-7.75668e-08,0.0,1.51847e-05,-0.000210975,0.000102949,-0.00406067,0.0,0.100053,3.23641e-05,0.257611,1.0891,0.396881,0.739625,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
3159081,0,0.0,0.0,-2.4023e-05,-0.000118392,-9.7268e-05,-5.70899e-13,-3.88726e-10,0.0,-3.17793e-05,-0.000214513,-2.96413e-05,-7.23563e-05,-1.13918e-10,-7.75668e-08,0.0,1.2265e-05,-0.000265713,-6.02037e-05,-0.0045174,0.0,0.1,2.96413e-05,0.253595,1.08593,0.398487,0.732946,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
3259090,0,0.0,0.0,-2.28025e-05,-0.000123026,-0.000114111,-5.70899e-13,-3.88726e-10,0.0,-3.11401e-05,-0.000215904,-3.76236e-05,-8.84989e-05,-1.13918e-10,-7.75668e-08,0.0,-0.000195025,-0.000162945,6.86587e-05,-0.00500928,0.0,0.100015,3.76236e-05,0.250411,1.08331,0.399944,0.725837,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
3364076,0,0.0,0.0,-2.18985e-05,-0.000129625,-0.000121439,-5.70899e-13,-3.88726e-10,0.0,-2.58215e-05,-0.00021661,-3.96152e-05,-8.85717e-05,-1.13918e-10,-7.75668e-08,0.0,7.22095e-05,-0.000101663,-0.000103626,-0.00552441,0.0,0.1,3.96152e-05,0.262654,1.10443,0.414515,0.726211,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
3464056,0,0.0,0.0,-1.9932e-05,-0.000131602,-0.000111203,-5.70899e-13,-3.88726e-10,0.0,-2.19489e-05,-0.000210915,-3.61627e-05,-6.52483e-05,-1.13918e-10,-7.75668e-08,0.0,-5.62849e-05,-0.000146189,2.76945e-05,-0.00603243,0.0,0.100062,3.61627e-05,0.263321,1.10738,0.416553,0.718632,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
3566571,0,0.0,0.0,-1.75302e-05,-0.000132079,-8.92288e-05,-5.70899e-13,-3.88726e-10,0.0,-1.4339e-05,-0.000205441,-2.91842e-05,-2.99777e-05,-1.13918e-10,-7.75668e-08,0.0,6.309e-05,-0.000140502,4.96409e-05,-0.00661521,0.0,0.10006,2.91842e-05,0.26293,1.10871,0.416279,0.710598,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
3666605,0,0.0,0.0,-1.44322e-05,-0.000130253,-6.23243e-05,-5.70899e-13,-3.88726e-10,0.0,-6.14721e-06,-0.00019845,-2.21862e-05,5.8311e-06,-1.13918e-10,-7.75668e-08,0.0,5.22582e-06,-0.000232097,8.15649e-05,-0.00719602,0.0,0.100076,2.21862e-05,0.26253,1.1098,0.414727,0.702329,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
3769101,0,0.0,0.0,-1.11733e-05,-0.000129575,-5.59283e-07,-5.70899e-13,-3.88726e-10,0.0,1.68109e-06,-0.000189773,4.68921e-06,9.13036e-05,-1.13918e-10,-7.75668e-08,0.0,2.25219e-05,-0.000148957,-5.14914e-05,-0.00782322,0.0,0.10014,-4.68921e-06,0.256885,1.10262,0.407418,0.692867,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
3871621,0,0.0,0.0,-7.01817e-06,-0.00012592,5.4949e-05,-5.70899e-13,-3.88726e-10,0.0,1.06493e-05,-0.000182615,2.63946e-05,0.000154282,-1.13918e-10,-7.75668e-08,0.0,5.24608e-05,-0.000141228,8.08556e-05,-0.00846489,0.0,0.100079,-2.63946e-05,0.255973,1.10288,0.40319,0.684233,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
3969064,0,0.0,0.0,-2.60096e-06,-0.00012157,9.28381e-05,-5.70899e-13,-3.88726e-10,0.0,2.0901e-05,-0.000174756,3.79674e-05,0.000184359,-1.13918e-10,-7.75668e-08,0.0,8.05871e-05,-0.000158879,-7.46402e-06,-0.00910565,0.0,0.100062,-3.79674e-05,0.253287,1.10015,0.396393,0.67467,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
4074120,0,0.0,0.0,3.24461e-06,-0.000111466,0.000102353,-5.70899e-13,-3.88726e-10,0.0,3.12177e-05,-0.000163029,3.27382e-05,0.000161468,-1.13918e-10,-7.75668e-08,0.0,7.95802e-05,-5.64282e-05,-4.69199e-05,-0.0098493,0.0,0.1,-3.27382e-05,0.256749,1.10727,0.395188,0.667985,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
4173875,0,0.0,0.0,8.86049e-06,-0.00010461,0.000114915,-5.70899e-13,-3.88726e-10,0.0,4.38878e-05,-0.000152942,3.05479e-05,0.000152438,-1.13918e-10,-7.75668e-08,0.0,0.000129869,-8.44844e-05,-7.5663e-05,-0.0105826,0.0,0.100003,-3.05479e-05,0.254044,1.10469,0.387676,0.65936,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
