timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
3572056,0.0,0.0,-0.0131738,0.0,0.999978,0.0,0.0,-0.00658687,0.0,-1.0,1,0,0,0,0,0,0
3674450,0.0,0.0,-0.0142943,0.0,0.999974,0.0,0.0,-0.00714708,0.0,-1.0,1,0,0,0,0,0,0
3774096,0.0,0.0,-0.0153609,0.0,0.99997,0.0,0.0,-0.00768035,0.0,-1.0,1,0,0,0,0,0,0
3876585,0.0,0.0,-0.0165164,0.0,0.999966,0.0,0.0,-0.00825809,0.0,-1.0,1,0,0,0,0,0,0
3976656,0.0,0.0,-0.0176174,0.0,0.999961,0.0,0.0,-0.00880859,0.0,-1.0,1,0,0,0,0,0,0
4076692,0.0,0.0,-0.0186931,0.0,0.999956,0.0,0.0,-0.00934639,0.0,-1.0,1,0,0,0,0,0,0
4181595,0.0,0.0,-0.019854,0.0,0.999951,0.0,0.0,-0.00992686,0.0,-1.0,1,0,0,0,0,0,0
4278820,0.0,0.0,-0.0209216,0.0,0.999945,0.0,0.0,-0.0104606,0.0,-1.0,1,0,0,0,0,0,0
4381373,0.0,0.0,-0.0220504,0.0,0.999939,0.0,0.0,-0.011025,0.0,-1.0,1,0,0,0,0,0,0
4483861,0.0,0.0,-0.0231319,0.0,0.999933,0.0,0.0,-0.0115657,0.0,-1.0,1,0,0,0,0,0,0
4586367,0.0,0.0,-0.0242542,0.0,0.999926,0.0,0.0,-0.0121268,0.0,-1.0,1,0,0,0,0,0,0
4686342,0.0,0.0,-0.0252941,0.0,0.99992,0.0,0.0,-0.0126467,0.0,-1.0,1,0,0,0,0,0,0
4786362,0.0,0.0,-0.0263985,0.0,0.999913,0.0,0.0,-0.0131989,0.0,-1.0,1,0,0,0,0,0,0
4888886,0.0,0.0,-0.027461,0.0,0.999906,0.0,0.0,-0.0137301,0.0,-1.0,1,0,0,0,0,0,0
4991399,0.0,0.0,-0.0284915,0.0,0.999899,0.0,0.0,-0.0142453,0.0,-1.0,1,0,0,0,0,0,0
5093864,0.0,0.0,-0.0295325,0.0,0.999891,0.0,0.0,-0.0147657,0.0,-1.0,1,0,0,0,0,0,0
5192997,0.0,0.0,-0.0304974,0.0,0.999884,0.0,0.0,-0.0152481,0.0,-1.0,1,0,0,0,0,0,0
5297907,0.0,0.0,-0.0314748,0.0,0.999876,0.0,0.0,-0.0157367,0.0,-1.0,1,0,0,0,0,0,0
5395412,0.0,0.0,-0.0323753,0.0,0.999869,0.0,0.0,-0.016187,0.0,-1.0,1,0,0,0,0,0,0
5498306,0.0,0.0,-0.0332876,0.0,0.999861,0.0,0.0,-0.016643,0.0,-1.0,1,0,0,0,0,0,0
5602582,0.0,0.0,-0.034173,0.0,0.999854,0.0,0.0,-0.0170857,0.0,-1.0,1,0,0,0,0,0,0
5700131,0.0,0.0,-0.0350185,0.0,0.999847,0.0,0.0,-0.0175084,0.0,-1.0,1,0,0,0,0,0,0
5805071,0.0,0.0,-0.0358652,0.0,0.999839,0.0,0.0,-0.0179316,0.0,-1.0,1,0,0,0,0,0,0
5905168,0.0,0.0,-0.0366477,0.0,0.999832,0.0,0.0,-0.0183228,0.0,-1.0,1,0,0,0,0,0,0
6005035,0.0,0.0,-0.0373867,0.0,0.999825,0.0,0.0,-0.0186923,0.0,-1.0,1,0,0,0,0,0,0
6107561,0.0,0.0,-0.0381598,0.0,0.999818,0.0,0.0,-0.0190787,0.0,-1.0,1,0,0,0,0,0,0
6207652,0.0,0.0,-0.0388443,0.0,0.999811,0.0,0.0,-0.0194209,0.0,-1.0,1,0,0,0,0,0,0
6312583,0.0,0.0,-0.0395283,0.0,0.999805,0.0,0.0,-0.0197629,0.0,-1.0,1,0,0,0,0,0,0
6410063,0.0,0.0,-0.0401424,0.0,0.999799,0.0,0.0,-0.0200698,0.0,-1.0,1,0,0,0,0,0,0
6514794,0.0,0.0,-0.0407516,0.0,0.999792,0.0,0.0,-0.0203744,0.0,-1.0,1,0,0,0,0,0,0
6617350,0.0,0.0,-0.0413687,0.0,0.999786,0.0,0.0,-0.0206829,0.0,-1.0,1,0,0,0,0,0,0
6717281,0.0,0.0,-0.0419206,0.0,0.99978,0.0,0.0,-0.0209588,0.0,-1.0,1,0,0,0,0,0,0
6819880,0.0,0.0,-0.0424816,0.0,0.999774,0.0,0.0,-0.0212392,0.0,-1.0,1,0,0,0,0,0,0
6919791,0.0,0.0,-0.0429886,0.0,0.999769,0.0,0.0,-0.0214926,0.0,-1.0,1,0,0,0,0,0,0
7022123,0.0,0.0,-0.0434863,0.0,0.999764,0.0,0.0,-0.0217414,0.0,-1.0,1,0,0,0,0,0,0
7123600,0.0,0.0,-0.0439705,0.0,0.999758,0.0,0.0,-0.0219835,0.0,-1.0,1,0,0,0,0,0,0
7226080,0.0,0.0,-0.0444081,0.0,0.999753,0.0,0.0,-0.0222022,0.0,-1.0,1,0,0,0,0,0,0
7326103,0.0,0.0,-0.0448373,0.0,0.999749,0.0,0.0,-0.0224168,0.0,-1.0,1,0,0,0,0,0,0
7428582,0.0,0.0,-0.0452569,0.0,0.999744,0.0,0.0,-0.0226265,0.0,-1.0,1,0,0,0,0,0,0
7528540,0.0,0.0,-0.0456525,0.0,0.999739,0.0,0.0,-0.0228243,0.0,-1.0,1,0,0,0,0,0,0
7628570,0.0,0.0,-0.0460204,0.0,0.999735,0.0,0.0,-0.0230081,0.0,-1.0,1,0,0,0,0,0,0
7733586,0.0,0.0,-0.0463761,0.0,0.999731,0.0,0.0,-0.023186,0.0,-1.0,1,0,0,0,0,0,0
7831055,0.0,0.0,-0.04669,0.0,0.999727,0.0,0.0,-0.0233429,0.0,-1.0,1,0,0,0,0,0,0
7933556,0.0,0.0,-0.0470015,0.0,0.999724,0.0,0.0,-0.0234986,0.0,-1.0,1,0,0,0,0,0,0
8038155,0.0,0.0,-0.0473162,0.0,0.99972,0.0,0.0,-0.0236559,0.0,-1.0,1,0,0,0,0,0,0
8138150,0.0,0.0,-0.047595,0.0,0.999717,0.0,0.0,-0.0237952,0.0,-1.0,1,0,0,0,0,0,0
8240678,0.0,0.0,-0.0478803,0.0,0.999713,0.0,0.0,-0.0239378,0.0,-1.0,1,0,0,0,0,0,0
